id,text,label
1057,"- Giá cả : bình dân , rất phù hợp vs hssv",positive
1058,Đc cái máy lạnh lạnh kinh khủng,positive
1059,Đợi nước hơi bị lâu í,negative
1060,Không có ý định quay lại .,negative
1061,"đi cùng với gia đình thật vui ,",positive
1062,Gimbap cơm hơi nhảo,negative
1063,Ngại gì mà không đến .,positive
1064,Sushi làm không đúng vị .,negative
1065,"Xoài giòn , sốt chấm ngon .",positive
1066,nhân viên & bà chủ mặt hơi khó chịu,negative
1067,Điểm cộng : giữ xe miễn phí,positive
1068,Sợ tới già luôn,negative
1069,* * * Sao nè : Là tốt   á,positive
1070,Nói tóm lại uống ở đây rất ok .,positive
1071,< 3 Nói chung thích thích á,positive
1072,Nói chung là rất thích Linh Híp ❤ ️ ❤ ️ ❤ ️ ❤ ️,positive
1073,6 . Giữ xe khó chịu cằn nhằn .,negative
1074,Nói chung vô cùng bực bội và thất vọng !,negative
1075,- Hơi thất vọng về quán này :,negative
1076,"Quá tệ , k bao giờ ghé lần thứ 2 ! ! !",negative
1077,"Tiết canh quán chế biến sạch sẽ , vệ sinh",positive
1078,Chỗ ngồi nhìu view đẹp,positive
1079,"Những muộn phiền , mệt mỏi trôi qua",positive
1080,Vậy mà ai cũng khen nức nở,negative
1081,Bánh xèo vưa thơm vừa giòn,positive
1082,Cuối tuần lại gọi ăn tiếp !,positive
1083,"Nơi thích hợp chgo hội nhóm , hẹn hò .",positive
1084,địa điểm xa quá ko giao,negative
1085,có hồ bơi rất tiện nghi .,positive
1086,Hôm nay lại ngon hơn hôm qua .,positive
1087,tìm cả buổi vòng vòng cuối cùng đóng cửa,negative
1088,Menu rất rất phong phú luônnnn,positive
1089,"Chỗ ngồi mát mẻ , thoáng mát .",positive
1090,Nhân viên thì dễ thương ; đồ ăn ok,positive
1091,Không ngon và cũng không có gì đặc sắc,negative
1092,"Chủ quán phục vụ rất niềm nở , dễ thương",positive
1093,Không gian ấm cúng và rất sang trọng nhé,positive
1094,Mấy ac phục vụ dthg ghê,positive
1095,Quán ko dễ thươg mấy .,negative
1096,"bát đầy đặn , ăn no luôn : ) )",positive
1097,"3 anh bán nhiệt tình , dễ thương .",positive
1098,Sẽ k bao giờ quay lại !,negative
1099,Ko có gì để chê,positive
1100,Phải nói là tuyệt vời luôn .,positive
1101,Nhân viên phục vụ cũng hok dễ thương .,positive
1102,Sinh viên đến ăn là vừa .,negative
1103,- Mấy chú giữ xe vui vẻ,positive
1104,Tổng thiệt hại 560k 2 người .,negative
1105,"Phục vụ nhiệt tình , dễ thương và chu đáo !",positive
1106,Thề không bao giờ ghé lần thứ hai,negative
1107,- Bánh xèo : y hệt bột chiên với hẹ .,negative
1108,- Vẹm xanh nướng mỡ hành,positive
1109,Cực kì thất vọng về quán này .,negative
1110,choco hạnh nhân uống nghe mùi đậu phộng không ah,negative
1111,- kem xôi ăn rất kì,negative
1112,Ramen cay 3 phần mỗi phần 64k,negative
1113,Ăn cũng bình thường với giá mắc vậy,negative
1114,- Panna cota thơm và béo .,positive
1115,Tóm gọn là không ngon .,negative
1116,+ Ưu điểm : - quán khá dễ tìm,positive
1117,Wifi free và khá mạnh .,positive
1118,"Quán đông , không gian mở nên hơi ồn",negative
1119,1 . Mở nhạc quá to,negative
1120,Thích cappuccino ở quán này,positive
1121,Không gian buổi chiều thì tối,negative
1122,Bò ở đây bán bình thường .,negative
1123,"Thit ko co vi ngot ,",negative
1124,Nói chung chắc chắn sẽ quay lại !,positive
1125,Dễ tính nên ăn khá vừa miệng,positive
1126,"Phục vụ bình thường , không nhiệt tình vui vẻ mấy .",negative
1127,Túm lại 1 câu : never come back . Hết,negative
1128,  View thì khỏi chê luôn : ),positive
1129,Nói chung là ko có lần sau,negative
1130,- Sò huyết xào tỏi thì y như ko xào,negative
1131,Nói chung là đồ uống rất chán 😤 😤 😤 😤,negative
1132,- Cửa hàng & tủ mì nhìn sạch sẽ .,positive
1133,- Ấn tượng với mấy bé ham xinh : ),positive
1134,Jollibee theo mình k ngon bằng Lotteria .,negative
1135,"Gà cheese ăn ngán , lạt",negative
1136,Quán hơi nhỏ và không máy lạnh,negative
1137,"Không gian thì thoải mái trang trí đẹp ,",positive
1138,Order đồ ăn thì bị hụt !,negative
1139,Chắc thành khách quen quá,positive
1140,"🌀 giá cả : đắt . 20k trở lên / 1 cái ,",negative
1141,Cảm giác là quán không được vệ sinh .,negative
1142,Quán này càng lúc càng tệ .,negative
1143,"Bánh vừa ăn , nước mắm ngon",positive
1144,"Nhân viên thư viện thân thiện , nhiệt tình , lễ độ .",positive
1145,Trái cây và nước thì ok .,positive
1146,Nói chung ở đây ko hợp với mình lắm .,negative
1147,"- Phục Vụ : người mát , người ấm .",positive
1148,Nên đến 1 lần cho biết .,positive
1149,Nói chung là không nên đi ở đây !,negative
1150,"Ngon , giá c Ả hợp lí",positive
1151,Chả muốn vào lần 2 ...,negative
1152,  1 lần và ko bao giờ trở lại,negative
1153,Món bánh canh ghì thực sự tệ,negative
1154,Kiểu trang trí phong cách bar tây,positive
1155,Chỗ này khá nổi tiếng rồi .,positive
1156,Uống cốc bia thì tuyệt .,positive
1157,Nước chấm mặn vs không muốn chấm luôn,negative
1158,"- Đồ ăn siêu nhạt , ko có vị gì đặc sắc .",negative
1159,Đồ ăn tàm tạm mà lại đắt nữa .,negative
1160,Nhất định sẽ quay lại sớm ! ! !,positive
1161,nói chung không có lần sau đâu nhé : ),negative
1162,Chắc ko quay lại đâu,negative
1163,"Uống bao ngon , nghiền luôn",positive
1164,Thái độ thì lại càng k thể chấp nhận được !,negative
1165,Giá cả thì trên trời còn chất lượng thì ...,negative
1166,"Cho nhìu tỏi quá , át luôn vị ếch : ( (",negative
1167,"Giá cả thì hợp lí , vừa túi tiền .",positive
1168,Nói chung rất là thk quán này 😍,positive
1169,"Trong hẻm , yên tĩnh ngưng giá quá cao",negative
1170,Hoàn toàn thất vọng về mọi thứ !,negative
1171,Thứ ba là nhân viên phục vụ nhiệt tình .,positive
1172,"Miến ngan , mình không thích lắm .",negative
1173,bàn ghế vệ sinh chuẩn nói chung là Trung Bình,positive
1174,Chán chả buồn chụp hình .,negative
1175,Phục vụ cũng nhanh nhẹn và niềm nở .,positive
1176,Mà giá đồ uống thì mắc .,negative
1177,Gà hấp mắm nhĩ : ngon nhất,positive
1178,"- Thơm nướng chưa tới , và thơm rất chua",negative
1179,- mới sáng sớm mà ! * giọng bực bội,negative
1180,Không có ý định quay lại lần nữa,negative
1181,Quá đắt so với vỉa hè rồi : (,negative
1182,Nhất định ghé hoài luôn nè .,positive
1183,Có lẽ hợp với mn ăn lẩu hơn,negative
1184,Nhưng chị phục vụ rất dễ thương .,positive
1185,Chắc tại em khó tính quá : /,negative
1186,chỉ thích bác bảo vệ dễ thương : ),positive
1187,Nhân viên rất thoải mái và thân thiện !,positive
1188,"Không gian rộng rãi , thoáng và đẹp .",positive
1189,Nước chấm thì quá tệ luôn .,negative
1190,Món ăn ngon . Nước dùng khá ngon .,positive
1191,"Soda đào ngon , giá ổn",positive
1192,"Về đồ ăn thì ngon , sạch sẽ .",positive
1193,- Quán ít nhân viên nên chờ rất lâu,negative
1194,Chắc do số mình xui .,negative
1195,"Vị trí hơi khuất , khó tìm .",negative
1196,"Nhân viên phục vụ rất chu đáo , nhiệt tình",positive
1197,Thích nhất là Flan Gatoux của quán,positive
1198,Nước ép cóc cũng rất chất lượng .,positive
1199,"Nói chung rất đáng để thử : "" >",positive
1200,- Không có chỗ ngồi lại,negative
1201,xin phép giã từ em từ đây ! ! !,negative
1202,Tok : siêu cứng như còn sống @ @,negative
1203,chỉ đc cái bánh thơm,negative
1204,Sẽ ủng hộ lần sau nữa !,positive
1205,Nói chung là ko đc hài lòng,negative
1206,Ngồi ngoài trời nên khá nóng : ( (,negative
1207,Nhân viên thân thiện còn dễ thương nữa ❤,positive
1208,Mì đen thì ngonnnnn ơi là ngon .,positive
1209,"Không gian đẹp , thái độ phục vụ tốt .",positive
1210,spa thường xuyên giảm giá 50% giá dịch vụ .,positive
1211,Nhiều trai xinh gái đẹp,positive
1212,Chúc tiệm buôn may bán đắt .,positive
1213,Chắc chắn là sẽ không quay lại Tano Sushi nữa .,negative
1214,Một phần nước sâm giải khát .,positive
1215,Còn lại các món khác bình thường .,positive
1216,Có live music nhưng chán lắm,negative
1217,Giá vé vào tham quan khá rẻ ^ ^,positive
1218,Thề là không bao giờ quay lại,negative
1219,"Không gian : nhỏ , ít bàn , ồn",negative
1220,Ngoài ra không ấn tượng gì nhiều .,negative
1221,Nhân viên đông nên phục vụ rất nhanh .,positive
1222,ăn giống kẹo hơn là bánh,negative
1223,Chủ quán cũng dễ thương nữa .,positive
1224,Vẫn sẽ quay lại ! ( y ),positive
1225,"Không gian xinh xắn , decor sáng tạo , dễ thương !",positive
1226,  chẳng ghé lần 2,negative
1227,+ Nhược điểm : - bánh bé tí mà đắt,negative
1228,"Đồ uống tạm được , cũng k có gì đặc biệt .",negative
1229,Nhất định quay lại rồi đó : 3,positive
1230,Nhân viên thì lạnh lùng thấy dễ sợ : (,negative
1231,- Ruồi thì rất chi là hâm mộ người ăn 😑 😑,negative
1232,Lẩu Thái chua cay làm mình quá thất vọng : ( (,negative
1233,Nhất định sẽ ghé lại thường !,positive
1234,"Mẫu bánh đa dạng , rất dễ thương",positive
1235,Tuần nào cũng sẽ ủng hộ : ),positive
1236,"Bánh cupcake ngon , mềm và xốp : *",positive
1237,Giá cả mềm cho giới trẻ .,positive
1238,Bánh chỉ có 1 size là 30cm,negative
1239,Trưa nắng mà quán đông nghẹt .,positive
1240,nhân viên nhiệt tình và dễ thương lắm .,positive
1241,"nhân viên phục vụ chua đáo , nhiệt tình",positive
1242,"• Bánh tok dai , có phần hơi sượn .",negative
1243,Chỉ có nhân viên thái độ kì cục chưa từng thấy,negative
1244,Sẽ quay lại quán lần nữa ; ),positive
1245,Nhân viên đông mà không hiệu quả,negative
1246,Giá cả thì tất nhiên là đắt .,negative
1247,Lẩu Tom Yum chua chua ngọt ngọt ngon lắm .,positive
1248,- Chị quản lý nói chuyện rất dễ thương,positive
1249,Tiếc là không có mì đen,negative
1250,- Một tô bình thường ăn đủ no,positive
1251,"Phục vụ nhanh nhẹn , vui vẻ lắm ạ : ) )",positive
1252,Và đồ ăn ở đây rất đắt,negative
1253,Cũng đáng để mê mẩn lắm ạ   ) ),positive
1254,Thời gian đợi bánh hơi lâu . Khoảng 30-45 phút,negative
1255,Kêu thì lâu lên : v,negative
1256,Tóm lại : một đến và không bao giờ quay lại .,negative
1257,"Không gian sạch sẽ , gọn gàng , hơi nhỏ .",positive
1258,Thích đồ ăn thái ở đây .,positive
1259,Đồ uống thì khỏi nói rồi,positive
1260,Nhưng mà khi mua phải đợi hơi lâu 😞,negative
1261,Nói chung quán ko có gì đặc sắc để ấn tượng .,negative
1262,Nếu không nhắc chắc nhân viên cũng chẳng thèm để ý .,negative
1263,"cô chủ phục vụ nhiệt tình , nhẹ nhàng , dễ thương",positive
1264,không gian nhỏ decor không có gì nổi bật hết,negative
1265,Phục vụ cực cực kì dễ thương nha,positive
1266,Sẽ luôn ghé ủng hộ quán !,positive
1267,"2 . Thái độ nhân viên "" rất "" tệ :",negative
1268,1 ghẹ chiên 15k,positive
1269,Kết quả : Mình mua về nhà làm cũng được,negative
1270,- Thức ăn không có gì đặc sắc .,negative
1271,Có cả chè hạt sen . . hehe,positive
1272,- Giá cả : vừa với học sinh và sinh viên .,positive
1273,Không bao giờ quay lại đây nữa !,negative
1274,nói chung là lượn nhé cưg ... never come back,negative
1275,Nói chung ở đây rất tuyệt ... ^ ^,positive
1276,- vào quán cái là có mùi,negative
1277,Không bao giờ quay lại đây nữa .,negative
1278,"Giá phù hợp cho sinh viên , like mạnh .",positive
1279,Nơi để tụ tập bạn bè với nhau,positive
1280,"Tuy nhiên , cô nv phục vụ nhiệt tình .",positive
1281,Gia ́ ca ̃ hơ ̣ p li ́,positive
1282,Sinh tố kiwi đào ngon thơm,positive
1283,"- Nhân viên phục vụ tận tình , nhẹ nhàng , năng động .",positive
1284,"3 . Thức ăn : Giá ổn , thức ăn ngon .",positive
1285,"Có , kết quả là nước từ đồ uống khắp bàn : (",negative
1286,Không dám quay lại luôn,negative
1287,- Wifi hơi bị mạnhhhh đóoo,positive
1288,Chất lượng món ăn thì tương đối,positive
1289,Nói chung quand này k ngon mà mắc,negative
1290,Phục vụ ăn sáng bánh mì ngon,positive
1291,"Nước đậm vị , thơm ngon .",positive
1292,Không gian sạch sẽ giá khá rẻ,negative
1293,+ Bánh bao phong sa trứng sữa ngon,positive
1294,Mình thik nhứt nc bí ngô,positive
1295,"- Nhân viên : dễ thương , phục vụ tương đối tốt .",positive
1296,Chắc chắn bạn sẽ ko thất vọng 😘 😘 😘,positive
1297,Nhưng mà ăn thì như hạch vậy,negative
1298,Đồ uống khá phong phú và hấp dẫn,positive
1299,Quán đẹp và bố trí hợp lý,positive
1300,Nhân viên rất thân thiện và dễ thương .,positive
1301,- Lựa đồ ăn cũng khá hấp dẫn,negative
1302,"Quán khá đông , hơi nóng.",negative
1303,"Vậy thôi , bái bai chỗ này nha .",negative
1304,Thích nhất món xôi xoài,positive
1305,Rất ưng quán để tụ tập,positive
1306,Có lên sọc trắng nhiều,negative
1307,+ các loại trà khá phong phú,positive
1308,+ Bánh bột củ cải chiên trứng,negative
1309,Quán cần thay đổi các phục vụ !,negative
1310,Nhân viên thì nhiệt tình thân thiện gần gũi,positive
1311,"1 phần khá ít , ăn ko no .",negative
1312,Rất ưng hàng này : 3 .,positive
1313,"Nhà hàng sạch sẽ , đồ ăn rẻ , ngon ,",positive
1314,Tóm lại có thể sẽ k quay lại lần nữa . .,negative
1315,Thêm cái là nhân viên nhiệt tình : ),positive
1316,Trà sữa ngon dễ uống .,positive
1317,Sẽ quay lại ủng hộ anh chị ! !,positive
1318,"Tóm lại : quán bình thường , thua nhiều quán khác !",negative
1319,"Phục vụ chu đáo , hay cười , nhanh nhẹn .",positive
1320,Khách ruột lun rồi hihiii,positive
1321,Nghêu nướng phô mai 35 ngàn,positive
1322,Hẹn ra Lý Sơn vào dịp khác,positive
1323,Cảm thấy thoải mãn cơn thèm,positive
1324,Mình sẽ quay lại đây !,positive
1325,Bị thích chai nước hoa quả,positive
1326,- nhân viên hơi không nhiệt tình lắm .,negative
1327,Trà sữa tràxanh cũng ngon nữa,positive
1328,Cần xem lại nv và ng nấu đồ ăn,negative
1329,P / s : sẽ quay lại,positive
1330,Phần cải trộn còn sũng nước không ngon .,negative
1331,"Nhân viên : thân thiện dễ thương , phục vụ tốt .",positive
1332,Về đồ uống : Pha chế chán lắm,negative
1333,"- phục vụ : thân thiện , nhanh nhẹn , nhiệt tình , chuyên nghiệp",positive
1334,"Chè ngon ăn được thoáng mát ,",positive
1335,Nhân viên phục vụ nhiệt tình và vui vẻ .,positive
1336,Quán j mak Dỡ Kinh tõm,negative
1337,Quán sạch sẽ và phục vụ nhanh !,positive
1338,Tôi rất thích quán này : ),positive
1339,6 Xôi mặn - - > k co ́,negative
1340,"Nếu đã phục vụ như vậy thì mình cũng "" KHÔNG CÓ LẦN SAU ĐÂU "" .",negative
1341,"Chỗ để xe ít , có khóa xích .",negative
1342,Chà bông rải đều ko tiết kiệm 😍 😍 😍,positive
1343,cạch luôn chỗ này rồi,negative
1344,- mấy miếng phomai tam giác beo béo,positive
1345,"Cơm khô , nguội , thịt khô queo",negative
1346,"Nhân viên nhanh nhẹn , thân thiện , biết việc .",positive
1347,"3 / Nhân viên dễ thương , cũng nhiệt tình .",positive
1348,- 2 nhân viên nam lờ đờ phục vụ chậm chạp,negative
1349,Lần đầu tiên cũng như lần cuối mình mua,negative
1350,Được ún trà đá miễn phí,negative
1351,Không gian cực kì sạch sẽ và thanh lịch .,positive
1352,Cô mình thích lắm nhé : D,positive
1353,Phục vụ thì tốt khỏi nói,positive
1354,nhưng sữa vẫn chưa ngon lắm,negative
1355,"phòng ốc nhỏ , cầu thang khó đi",negative
1356,"Thức ăn & thức uống đa dạng , giá cả phù hợp",positive
1357,Nhất định sẽ phải ghé lại .,positive
1358,Quán cố gắng phát triển nhaaa < 3,positive
1359,"Không gian sạch sẽ , thoáng , nhạc nhẹ nhàng .",positive
1360,Máy lạnh nhân viên thân thiện đồ uống ngon,positive
1361,Giờ về trả lại phiếu .,negative
1362,Hy vọng quán tham khảo ý kiến khách hàng để cải tiến nhé .,negative
1363,"Giá cả khá ổn : ) , nên thử nè ! ! ! ! ! ! !",positive
1364,Xuka caramen ngon nhất Hà Nội .,positive
1365,hơi mặn đối với khẩu vị của mình,negative
1366,Ta nói sợ foody lun ! ! !,negative
1367,Tìm đường voi quán cũng đọa đày luôn : ( (,negative
1368,Sẽ không mong ghé lại 😠 😖,negative
1369,"- Nhân viên thân thiện , dễ tính , phục vụ nhanh nhẹn",positive
1370,Sa tế và tương cực thơm .,positive
1371,Điểm trừ duy nhất là 10% thuế,negative
1372,Không gian ngay mặt tiền đường mát mẻ,positive
1373,Mình thích rồi đó nha : ),positive
1374,Có chỗ ngồi dùng tại quán,positive
1375,Ngon ko ngờ luôn : D,positive
1376,Đi tìm quán này cùng con bạn ...,negative
1377,Vậy mà ko hiểu sao đông khách thế nhỉ ?,negative
1378,Đợi transformer ra đi tiếp ... . Hihi : ),positive
1379,lần đầu tiên cũng như là lần cuối cùng,negative
1380,Yogurt việt quốc thơm ngon,positive
1381,"Thịt nướng rất ngon , không gian đẹp yên tĩnh ...",positive
1382,Nói chung chia tay có lí do đó huhu,negative
1383,"Về nhân viên : thân thiện , nhiệt tình , vui vẻ 😊",positive
1384,chả mực hạ long cũng tạm,positive
1385,♢ Nhân viên mặc áo thường phục nên khó phân biệt,negative
1386,Bạn nhân viên thì khá thân thiện .,positive
1387,  Phục vụ hời hợt không tận tình .,negative
1388,Chắc chắn sẽ quay lại massage body ☺ ️ ❤ ️,positive
1389,"Menu đa dạng , rất nhiều món .",positive
1390,-   Bắp ran không ngon mắc,negative
1391,"Phuc vụ nhanh nhẹn , tận tình , chu đáo .",positive
1392,Chào quyết liệt và biến đây !,negative
1393,Phomai que thì tệ cực : ( ( (,negative
1394,"p / s : WC bẩn quá ạ > "" <",negative
1395,Phần ăn ngon và đầy đặn .,positive
1396,Kem quá ngọt -> gắt cổ,negative
1397,- nước ngon lắm giá hợp lý .,positive
1398,"Lịch sự , kĩ tính , bác bv cũg vui vẻ .",positive
1399,Ratouliie rất thơm và vừa miệng .,positive
