id,text,label
687,nên muốn nhà trường tăng thêm thời gian học lý thuyết của môn này .,negative
688,"giáo viên vui tính , tích cực .",positive
689,thật sự rất thất vọng về việc dạy thực hành của thầy !,negative
690,"dễ hiểu , dạy hay , có nhiều phương pháp sáng tạo , kẹo ngon .",positive
691,"thầy dạy khá nâng cao , một số tụi em học không kịp .",negative
692,"giảng viên nhiệt tình , quan tâm đến sinh viên , hiền .",positive
693,"dạy dễ hiểu , sâu rộng .",positive
694,nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo .,negative
695,gần gủi với sinh viên .,positive
696,"thầy giảng hay nhưng nên tự tin hơn , nói to hơn để học sinh hiểu bài một cách rõ ràng hơn .",positive
697,giảng viên và sinh viên sử dụng hai ngôn ngữ lập trình khác nhau trong quá trình học và cả hai phía đều không biết đủ về ngôn ngữ khác nên gây rất nhiều khó khăn trong quá trình học .,negative
698,tuy nhiên việc giảng dạy khá chậm .,negative
699,giải thích cặn kẽ đi sâu hơn nữa .,negative
700,thầy bận công tác và thay giảng viên khác mà giảng viên đó dạy không tốt bằng thầy wzjwz292 làm chúng em rất khó nắm bắt kiến thức .,negative
701,"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",negative
702,không nắm vững được kiến thức môn học .,negative
703,thầy tạo được sự hứng thú với môn học .,positive
704,hơi có phần cá nhân nhưng tiếng của thầy hơi khó nghe .,negative
705,ida pro 64-bit hoàn toàn có thể phân tích các file thực thi 32-bit nhưng các thanh ghi phức tạp hơn nhiều thay cho ida pro 64-bit không phân tích được cái file thực thi 32-bit colonsmile .,negative
706,"giáo viên nhiệt tình , tâm huyết , khả năng truyền đạt tốt .",positive
707,mong cô cung cấp nhiều tài liệu có hướng dẫn giải cụ thể các dạng toán để đáp ứng nhu cầu tự học .,negative
708,"thầy nghỉ nhiều quá , làm tụi em cũng nghỉ theo .",negative
709,thầy hay đòi hỏi sinh viên những điều hơi quá cao .,negative
710,bài tập về nhà khó .,negative
711,"nhiệt tình , dễ gần , truyền đạt tận tâm .",positive
712,"phương pháp giảng dạy chưa được tốt , cần phải cụ thể hơn để cho sinh viên dễ hiểu hơn nữa .",negative
713,thầy giảng thực tế vào bài tập .,positive
714,"cho sinh viên chép bài để nhớ kiến thức hơn , rèn luyện nhiều bài tập , dạy nhiệt tình .",positive
715,thầy không dạy nhưng báo trước rất sát giờ và thầy rất hay nghỉ dạy .,negative
716,nhạt nhẽo và khá nhảm .,negative
717,"cô dạy với nhiệt huyết của mình , dù như thế nào , cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu .",positive
718,thầy rất nhiệt tình với học sinh .,positive
719,dạy quá thời gian quy định .,positive
720,"giảng viên nhiệt tình , tận tâm trong quá trình giảng dạy .",positive
721,giảng viên cần sử dụng thời gian trên lớp hiệu quả hơn .,negative
722,"giảng viên nhiệt tình , vui vẻ , giờ học vui .",positive
723,"môn học chưa thực tiễn , chưa thu hút sinh viên .",negative
724,"cô wzjwz257 dạy giải tích 2 rất chuẩn , truyền đạt tốt , dễ hiểu , rất hăng hái trong quá trình phân tích bài giảng , gửi tài liệu và bài tập đầy đủ , nhưng cô dạy có hơi nhanh .",positive
725,giảng nhiều phần nâng cao làm sinh viên bối rối .,negative
726,"giảng viên hướng dẫn rõ , chỉ dẫn từng sinh viên .",positive
727,"thầy dạy rất dễ hiểu , vui vẻ , dễ chịu .",positive
728,"lần được học thầy , thấm nhiều thứ quá .",positive
729,thầy dạy tận tụy và tâm huyết .,positive
730,"giảng viên đảm bảo thời gian lên lớp , tích cực trả lời câu hỏi của sinh viên , thường xuyên đặt câu hỏi cho sinh viên .",positive
731,chưa giúp sinh viên có thể làm việc nhóm với nhau .,negative
732,"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",negative
733,không có ứng dụng trong thực tế .,negative
734,bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng .,negative
735,"theo em nghĩ , đã làm đồ án môn học thì không nên thi cuối kỳ , mà thi cuối kỳ thì nên bỏ đồ án môn học .",negative
736,quan tâm đến nhiều sinh viên hơn vì trong lớp trình độ khá chênh lệch mà cũng không quá nhiều sinh viên .,negative
737,"thầy wzjwz81 là một giảng viên rất tâm huyết với sinh viên , thầy tận tình chỉ dạy tất cả những điều chúng em chưa rõ .",positive
738,"thầy rất hay tới trễ , có khi trễ hơn 30 phút và dạy hay kéo dài thời gian , quá thời gian học vì thầy đi trễ .",negative
739,lý do doubledot tới ngày thi ngồi ngay 2 máy hư .,negative
740,thầy không dạy chỉ đưa tài liệu tự tìm hiểu thôi .,negative
741,"giảng viên tận tình , có kinh nghiệm sư phạm .",negative
742,hoàn toàn không hài lòng với cách đánh giá của thầy .,negative
743,đề nghị nên cho bài tập về nhà .,negative
744,"giảng dạy dễ hiểu , đầy đủ .",positive
745,"ngiêm túc , cứng rắn về vấn đề tự học .",positive
746,"giảng dễ hiểu , vui tính và rất thân thiện với sinh viên .",positive
747,giảng viên lên lớp đầy đủ .,positive
748,em xin lỗi nhưng đó là sự thật !,negative
749,"vui vẻ , biết lắng nghe ý kiến của sinh viên .",positive
750,bài tập mỗi tuần đều có và đầy đủ .,positive
751,"những thông tin cần thiết như doubledot thời gian dealine , cách nộp bài thường không dặn lớp thực hành thứ hai .",negative
752,cần phải có phương pháp giảng dạy linh hoạt và sáng tạo để gây hứng thú cho người học .,negative
753,"em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung , giống như làm một đồ án luôn vậy , như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn .",negative
754,cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .,negative
755,điểm quá trình chưa thật sự công bằng với sinh viên .,negative
756,"cảnh cáo sinh viên đi trễ nhưng giảng viên đi trễ , thường xuyên vắng dạy không có lý do không có thông báo , gây bức xúc , hao tốn thời gian , phí đi lại của sinh viên .",negative
757,bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên .,positive
758,"thầy dạy kỹ , dễ hiểu , minh họa lý thuyết kỹ , liên tưởng thực tế .",positive
759,cần giải bài tập nhiều hơn .,negative
760,giáo trình cần thay đổi theo hướng mới lạ hơn .,negative
761,"cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ .",negative
762,thầy rất nhiệt tình trong việc trả lời các câu hỏi phụ của sinh viên .,positive
763,tương tác với sinh viên cực kỳ tốt .,positive
764,cô giải thích các vấn đề sinh viên đưa ra khá chi tiết !,positive
765,cần vào thẳng nội dung .,negative
766,cần tăng cương trao đổi giữa sinh viên và giáo viên .,negative
767,nên trang bị trang thiết bị cho phòng thực hành và phòng lab để sinh viên có thể thực hành và học trực tiếp trên thiết bị thật .,negative
768,chỉ bảo sinh viên ở từng lỗi nhỏ .,positive
769,giảng viên đánh giá sai điểm và năng lực của học sinh .,negative
770,"thầy rất nhiệt tình và có kiến thức sâu rộng , cung cấp nhiều kiến thức hay .",positive
771,thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .,positive
772,"quá khó tính , giờ cao su , giảng dạy lan man không hiệu quả .",negative
773,cần thay đổi chương trình giảng dạy cho phù hợp hơn .,negative
774,"không gian học thoải mái , giảng viên không tạo áp lực cho sinh viên .",positive
775,thầy nên cho làm bài tập tương tự nhau nhiều hơn một vài bài để tránh tình trạng quên hoặc các dạng tựa nhau nhưng hơi khác cách làm .,negative
776,"cô rất dễ thương , giảng dạy nhiệt tình và dễ hiểu .",positive
777,"tóm lại , em hoàn toàn không hài lòng về chất lượng giảng dạy của thầy .",negative
778,thầy dạy rất vui rất kỹ .,positive
779,"giảng viên rất tận tâm , nhiệt tình .",positive
780,có nhiệt huyết trong giảng dạy .,positive
781,"linh kiện , máy tính của trường đã cũ , hư hỏng nhiều mà học phí năm học nào cũng tăng .",negative
782,"truyền đạt kiến thức tốt , thân thiện với sinh viên .",positive
783,"thầy dạy nhiệt tình , rất chu đáo .",positive
784,thầy là giảng viên dạy toán hay nhất trường .,positive
785,bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu .,negative
786,"giáo viên hướng dẫn phần giao tiếp gượng ép thiếu tự nhiên , hay đánh vào đầu học sinh .",negative
787,thầy rất vui tính dạy dễ hiểu .,positive
788,hay nhiệt tình năng nổ truyền đạt dễ hiểu .,positive
789,chưa nhận được sự hỗ trợ kịp thời từ giảng viên .,negative
790,"thầy dạy dễ hiểu , sinh động .",positive
791,tuy nhiên thời gian lên lớp của thầy khá hạn chế và hầu hết thời gian thầy sử dụng chưa hiệu quả .,negative
792,cứ như kiểu đọc slide xuống vậy .,negative
793,thầy cô dạy chưa sâu vào bài học .,negative
794,đôi lúc không vui tính .,negative
795,"môn lập trình hướng đối tượng nên cập nhật thêm những nội dung mới , dễ hiểu và giảng giải cụ thể hơn .",negative
796,"thầy dạy dễ hiểu , rất hay .",positive
797,vừa học được kiến thức chuyên môn vừa học được cách làm người .,positive
798,tiết học có phần khô chán .,negative
799,giáo viên sử dụng giờ trên lớp hiệu quả .,positive
800,cần thêm bài tập và rèn luyện kỹ năng giao tiếp .,negative
801,cô giảng hay cuốn hút và truyền đạt dễ hiểu .,positive
802,"chưa tận tâm trong giảng dạy , không nghiên cứu kỹ bài giảng trước khi lên lớp .",negative
803,"dạy rất từ từ , chi tiết , cho nhiều bài tập .",positive
804,thầy dạy rất nhiệt tình luôn luôn xuống giữa lớp để giao tiếp với sinh viên một cách dễ dàng luôn đưa ra những ví dụ xung quanh lớp giúp sinh viên dễ dàng hiểu bài hơn .,positive
805,"giảng dạy nhiệt tình , hướng dẫn chi tiết đến lúc sinh viên hiểu !",positive
806,"thầy dạy hay , cách dạy thu hút và thầy rất tâm huyết , giỏi , kiến thức sâu rộng , có phương pháp dạy khoa học , dễ hiểu .",positive
807,nên bỏ phần thi lý thuyết .,negative
808,cô dạy có phần hơi nhanh .,negative
809,tận tâm với bài giảng .,positive
810,cần cung cấp thêm tài liệu học tập cho sinh viên .,negative
811,nội dung thực hành và lý thuyết phải sát nhau .,negative
812,"thời lượng học quá dài , không đảm bảo tiếp thu hiệu quả .",negative
813,nhiệt tình và giảng dễ hiểu .,positive
814,"giảng viên nhiệt tình , quan tâm đến học sinh .",positive
815,giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,negative
816,"cô dạy hay , dễ hiểu , nhiều ví dụ minh hoạ , kết hợp cả lý thuyết và thực hành .",positive
817,truyền đạt thực tiễn vấn đề .,positive
818,giảng viên áp dụng nhiều phương thức giảng dạy độc đáo .,positive
819,thầy đôi khi nói hơi khó hiểu .,negative
820,"cô dạy rất nhiệt tình , giờ học của cô rất vui và thoải mái nên dễ tiếp thu hơn .",positive
821,lớp đã nghỉ 4 tuần liên tiếp chưa tính một vài ngày nghỉ khác .,negative
822,cần cho sinh viên làm bài tập nhiều hơn .,negative
823,tăng số tiết dạy lên để sinh viên có nhiều cơ hội hỏi đáp thắc mắc về môn học .,negative
824,"giảng viên nhiệt tình , đánh giá đúng năng lực .",positive
825,"tận tâm , nhiệt tình , vui tính , dễ gần với sinh viên .",positive
826,không đúng giờ lên lớp .,negative
827,môn học rất có ích .,positive
828,"thầy thường hay cho từ khóa để tăng khả năng tự học của sinh viên , giúp sinh viên có ý thức tự học suốt đời .",positive
829,thầy rất tận tình vui vẻ .,positive
830,giảng viên ra đề thi hay .,positive
831,"thầy dạy dễ hiểu , cho nhiều ví dụ sinh động .",positive
832,cần tăng thời gian thực hành nói lên .,negative
833,thầy không đến lớp mà khôg thông báo .,negative
834,"nhiệt tình , năng nổ .",positive
835,nói mở rộng nhiều vấn đề về môn học .,positive
836,"giảng viên dạy dễ hiểu , tận tình , đảm bảo giờ lên lớp , cung cấp đầy đủ kiến thức cần có cho sinh viên .",positive
837,thầy còn giảng rất hài hước .,positive
838,em không hiểu bài nhiều .,negative
839,có nhiều bài tập hay .,positive
840,mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,negative
841,thầy đến rất đúng giờ .,positive
842,"giáo viên rất tận tình , quan tâm tới lớp .",positive
843,cái cần đi sâu phân tích nhưng do thời gian và lịch đưa ra nên đành bỏ qua dạy cái mới để kịp chương trình .,negative
844,giáo trình toàn dùng c không dùng cplusplus nhiều dễ gây rối trong quá trình lập trình .,negative
845,nêu rõ mục đích cũng như ứng dụng của môn học ngay từ đầu .,negative
846,"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",negative
847,"cô giảng lý thuyết quá nhanh làm em và nhiều bạn khác không nắm kịp , chủ yếu là về xem lại tài liệu mới hiểu được cơ bản , còn ở trên lớp thì chỉ sơ sơ .",negative
848,slide chuẩn bị chưa tốt .,negative
849,phương pháp dạy chưa hay .,negative
850,"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",negative
851,"thầy dạy không đúng giờ , không hướng dẫn sinh viên thực hành .",negative
852,tài liệu tiếng anh gây khó khăn cho ôn thi .,negative
853,"thầy dạy dễ hiểu vui tính , rất tâm huyết .",positive
854,"hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy .",positive
855,báo nghỉ không rõ ràng .,negative
856,thầy nên cho deadline dài ra 1 tí ( bình thưởng chỉ 3 ngày sau khi thực hành ) .,negative
857,"nhiều cái đọc không thể hiểu nổi , phải mở sách tiếng anh ra đọc mới hiểu .",negative
858,"tránh tình trạng giảng viên đang dạy thì hết phấn , micro hết pin .",negative
859,và giảng dạy khó hiểu .,negative
860,giáo viên nên có định hướng cho sinh viên trong việc chọn đề tài nghiên cứu .,negative
861,không hiểu cách chấm bài thi của thầy .,negative
862,"em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm .",negative
863,"cô dạy kỹ , vui tính , quan tâm sinh viên .",positive
864,thầy rất thiếu nhiệt tình .,positive
865,"giảng hơi nhanh , chưa kỹ lắm .",negative
866,nâng cao trang thiết bị phòng học .,negative
867,"giáo viên nghỉ dạy liên tục , cuối học kỳ lại tăng học bù , những tiết học bù đó đã ảnh hưởng đến những đồ án , và trễ deadline .",negative
868,cô giảng bài rất nhiệt tình !,positive
869,"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",positive
870,sử dụng phần mềm crack .,negative
871,tôi đã thấy giảng viên chỉ nhìn qua chưa đầy 30 giây và cho điểm 9 ngay lập tức .,negative
872,tương tác với sinh viên rất tốt .,positive
873,"giáo viên thân thiện , nhiệt tình .",positive
874,nhiệt tình giúp sinh viên giải đáp thắc mắc .,positive
875,"truyền đạt kiến thưc tốt , dễ hiểu .",positive
876,"các phần tiếng việt trong slide được ghi một cách khó hiểu và không rõ ràng , nhiều chỗ trong slide bài giảng có vẻ như được dịch bằng google dịch từ năm 2009 .",negative
877,việc phân chia nhóm không hợp lý dẫn tới chất lượng học tập không tốt .,negative
878,được giảng viên hướng dẫn cụ thể dễ hiểu .,positive
879,"dạy hơi nhiều , và hơi nhanh .",negative
880,cô dễ thương và giảng bài tận tình .,positive
881,"nội dung truyền đạt rõ ràng , có cho kiểm tra định kỳ , giúp sinh viên ôn bài hiệu quả .",positive
882,giáo viên cần cho sinh viên nói nhiều thực hành giao tiếp trên lớp .,negative
883,"thầy dạy nhiệt tình , rất hăng hái .",positive
884,"giảng viên dạy học cực kỳ tận tình , cô wzjwz270 có giải đề và lưu ý trước khi thi cho cả lớp , cô cũng chỉnh sửa đồ án cho những nhóm trình bày để hoàn thiện hơn đồ án của các nhóm colonsmile .",positive
885,máy chiếu mờ phòng học hơi nóng .,negative
886,"thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác .",positive
887,trong khi yêu cầu của thầy thì phải đạt độ chuẩn xác rất cao mới qua được môn .,negative
888,"thầy dạy rất dễ hiểu , cho bài tập để tiếp thu .",positive
889,thầy cô chưa đưa nhiều vấn đề xã hội vào .,negative
890,"thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !",positive
891,"thầy nhiệt tình , tâm huyết , đẹp trai .",positive
892,"thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao .",positive
893,"thầy dạy rất hay , dễ hiểu .",positive
894,"thầy rất vui tính , có thể do thầy trẻ nên thầy hiểu được tụi em và có phương pháp dạy khá trẻ trung và hay .",positive
895,"chưa sử dụng moodle trong quá trình giảng dạy , nhất là trong việc cung cấp tài liệu học tập .",negative
896,chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .,negative
897,"thầy dạy hay , nhiệt tình , không bao chê bai sinh viên dù mặc dù không tốt mà hướng sinh viên đến suy nghĩ tích cực hơn , cố gắng hơn .",positive
898,"thầy dạy hay , em rất thích tiết học của thầy .",positive
899,"thầy dạy rất hay , mang tính cập nhật .",positive
900,"thầy vui tính , thương sinh viên , dạy dễ hiểu .",positive
901,"thầy dạy rất hay , hài hước trong công việc .",positive
902,cần tuân thủ đúng và đủ giờ .,negative
903,thầy giảng bài dễ hiểu rõ ràng .,positive
904,"nâng cấp hệ thống máy vi tính trong phòng thực hành doubledot phòng thực hành altera không có kết nối internet , nên cần phải đảm bảo kết nối mạng để hiệu quả thực hành đạt hiệu quả cao hơn .",negative
905,"giảng viên dạy tận tâm , nhiệt tình , vui vẻ với sinh viên , dạy đầy đủ kiến thức cần thiết .",positive
906,"thầy dạy dễ hiểu , code mẫu đầy đủ .",positive
907,"thầy tận tâm , nhiệt tình , nghiêm khắc , giảng bài dễ hiểu , đánh giá kết quả học tập công tâm , chính xác .",positive
908,về thái độ giải đáp thắc mắc cho sinh viên của giảng viên cảm giác rất khó chịu làm cho sinh viên không muốn hỏi thêm điều gì nữa .,negative
909,môn bài tập ta thường học trong phòng với đồ lau bảng không sạch làm ảnh hưởng đến các bài tập tiếp theo khi các bạn làm đè lên phần bôi chưa sạch .,negative
910,máy chiếu chưa rõ nét cho toàn thẻ sinh viên trong phòng .,negative
911,"nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",negative
912,"thầy rất nhiệt tình , năng nổ .",positive
913,cô hướng dẫn thực hành khá đầy đủ .,positive
914,"thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế .",positive
915,có vài bạn nộp đồ án trễ nhưng vẫn được điểm rất cao .,negative
916,nội dung thực hành nên thay đổi doubledot mỗi tuần thực hành các phần lý thuyết trên lớp và giảng viên hướng dẫn làm đồ án cuối kỳ .,negative
917,"đó là tiền của họ , họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi .",negative
918,giảng viên nghỉ 3 ngày không có lý do .,negative
919,"bảo thủ trong cách giảng dạy , không giải đáp thắc mắc hỗ trợ sinh viên khi đang thực hành .",negative
920,nhiều khi em lên lớp học môn đặc tả hình thức giống như lên lớp học mà không biết mình học cái gì .,negative
921,cho bài tập nâng cao khả năng tiếng anh .,positive
922,thật sự rất hài lòng .,positive
923,"thầy chú trọng dạy những quy ước , nguyên tắc khi code để code rõ ràng , dễ hiểu .",positive
924,"giáo viên tuyệt vời , đẹp trai , vui tính , đá bóng hay .",positive
925,điều này có được do cô thỉnh thoảng có mời các thầy nước ngoài đến dự và hỗ trợ các nhóm thuyết trình ngay trong lớp học .,positive
926,cô tạo mọi điều kiện thuận lợi nhất cho sinh viên học tập .,positive
927,"nội dung giảng viên yêu câu seminar hầu như không có tài liệu tham khảo và rất ít ứng dụng trong thực tế , đề nghị có sự thay đổi trong những năm học tới .",negative
928,thầy wzjwz212 dạy nhiệt tình .,positive
929,chu đáo và ân cần .,positive
930,"dạy khó hiểu , thực sự chưa hiệu quả .",negative
931,"anh này dạy dễ hiểu , vui tính , nhiệt tình , dễ thương .",positive
932,"cô giáo thân thiện dễ gần , thực hành nhiều .",positive
933,cô dạy rất tận tâm nhiệt tình .,positive
934,"dạy quá chậm , quá cặn kẽ .",negative
935,thầy nên nói chậm lại một tí !,negative
936,cô không cung cấp đáp án của bài tập .,negative
937,"giáo viên dạy hay , nhiệt tình và cập nhật các kiến thức bên ngoài vào trong bài giảng .",positive
938,"thầy dạy hay , nhiệt tình , vui vẻ , cho đề dễ .",positive
939,"giảng viên hướng dẫn sinh viên nhiệt tình , giải đáp đầy đủ các thắc mắc .",positive
940,"cô nhiệt tình , dạy hay , nhiều bài tập .",positive
941,"giáo viên dạy nhiệt tình , đảm bảo kiến thức cho sinh viên .",positive
942,lâu lâu pha trò cười tạo hứng thú học tập cho sinh viên .,positive
943,"thầy dạy nhiệt tình , áp dụng nhiều bài tập , dễ hiểu .",positive
944,"giáo viên nhiệt tình , đảm bảo giờ lên lớp .",positive
945,thầy dạy vui và dễ hiểu .,positive
946,"giáo viên thực hành chưa nhiệt tình , sinh viên cảm thấy học thực hành khó và không có người hướng dẫn .",negative
947,giảng bài dễ tiếp thu .,positive
948,mong nhà trường xem xét lại để có sự nhất quán trong công tác dạy và chấm thi .,negative
949,"giáo viên giạy theo cách quá thụ động , tạo sự nhàm chán cho sinh viên !",negative
950,"thầy chỉ dạy rất tận tình , luôn hỏi học sinh phần nào chưa hiểu và giảng lại rất kỹ , những bài giảng của thầy rất hay .",positive
951,gợi ý tỉ mỉ đến từng chi tiết .,positive
952,thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,negative
953,hoạt động thuyết trình của sinh viên chiếm nhiều thời gian .,negative
954,"nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu .",positive
955,giảng viên dễ chịu vui tính .,positive
956,môn học không hữu ích đối với ngành học của em .,negative
957,"thầy dạy rất dễ hiểu , đúng trọng tâm bài học .",positive
958,chương trình học dường như quá nặng .,negative
959,"phải học quá nhiều phần không cần thiết , nên giảm bớt vài nội dung , ví dụ doubledot vector ngẫu nhiên 2 chiều , phân phối poison .",negative
960,"giảng viên và giảng viên thực hành dạy môn học cho sinh viên theo hai hướng khác nhau , làm sinh viên rất khó nắm bắt .",negative
961,"cô có khả năng truyền đạt tốt , giảng dạy kết hợp với luyện tập các kỹ năng cơ bản trong môn học rất linh hoạt và hấp dẫn , cô có sự nhiệt tình lớn .",positive
962,giảng viên kém vui vẻ .,negative
963,thầy đến tận nơi giảng bài khi không hiểu .,positive
964,thầy rất gần gũi và hướng dẫn tốt cho sinh viên .,positive
965,"slide bao nhiêu thầy đọc lại bấy nhiêu , cực kỳ khó hiểu và buồn ngủ .",negative
966,"giảng bài kỹ càng , dễ hiểu .",positive
967,"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",positive
968,phòng thực hành nên nâng cấp máy tính .,negative
969,"kiến thức của thầy rất tốt , bảo đảm giờ lên lớp .",positive
970,còn hơi kéo thời gian .,negative
971,cần chuẩn bị bài giảng một cách thật chính xác và không làm việc riêng khi lên lớp .,negative
972,"nhiệt tình , giỏi hay giúp đỡ sinh viên và cho nhiều bài tập .",positive
973,"giảng viên vui tính , khả năng truyền đạt tốt .",positive
974,cách dạy vẫn như kiểu cũ không có tính hiệu quả cao .,negative
975,"cô dạy không hấp dẫn , tuy hay nhưng không kích thích được sinh viên hoạt động .",negative
976,"thật sự bọn em cũng cạn lời , đành ngậm ngùi mò lên mạng tra search các kiểu hơn một tiếng đồng hồ mới làm được một câu .",negative
977,"chưa cung cấp cách nhìn sâu hơn về môn học vào thực tế hiện nay , chỉ mới mang tính trừu tượng .",negative
978,tăng thời lượng cho phần nghe nói .,negative
979,"giảng dạy tốt , đi dạy đúng giờ .",positive
980,thầy rất giảng rất nhiệt tình .,positive
981,không mang lại hiệu quả .,negative
982,thầy tận tình vui tính .,positive
983,"thầy dạy rất nhiệt tình , dễ hiểu , tận tâm .",positive
984,thầy cho nhiều ví dụ hơn .,negative
985,"thay đổi đề cương môn học cho phù hợp với tình hình thực tế hiện nay , có thể áp dụng , liên hệ với thực tế .",negative
986,"thầy dạy có hiệu quả , dễ hiểu , thiết thực .",positive
987,có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .,positive
988,"giảng bài kém thu hút , vị trí đứng giảng không hợp lý , ôn tập cuối kỳ còn chưa tập trung vào vấn đề .",negative
989,cô có nhiều hình thức giảng dạy hay .,positive
990,tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn .,negative
991,"nhiệt tình , luôn luôn giúp học sinh hiểu vấn đề cặn kẽ .",positive
992,tính điểm quá trình không công bằng .,negative
993,"giảng dạy nhiệt tình , cô phát âm rất tốt và ngữ pháp rất chuẩn .",positive
994,đầu tư thêm nhiều công cụ dạy học .,negative
995,thầy nên demo các mạch bằng protues .,negative
996,nội dung lý thuyết và thực hành của môn học không có bất kỳ liên hệ gì với nhau nội dung lý thuyết không phù hợp với môn học và không tạo được sự quan tâm và mong muốn của sinh viên về kiến thức quản trị mạng như mong đợi .,negative
997,ít quan sát sinh viên thực hành .,negative
998,giảng dạy chi tiết và thường xuyên ôn lại kiến thức !,positive
999,thầy nên cho thêm bài tập về nhà .,negative
1000,"vui , nhiệt tình với sinh viên , tận tâm giúp đỡ sinh viên .",positive
1001,đa số các giờ đều do sinh viên thuyết trình nhưng thực tế sinh viên đứng thuyết trình còn chưa hiểu bài làm sao trình bày lại cho các bạn hiểu .,negative
1002,"giọng cô êm êm , dễ buồn ngủ .",negative
1003,dạy nói quá lan man làm chi sinh viên không tập trung .,negative
1004,"thầy dạy có tâm , nhiệt tình với sinh viên .",positive
1005,giảng viên chưa cung cấp đầy đủ tài liệu môn học .,negative
1006,thường xuyên cho bài tập về nhà giúp sinh viên nắm rõ được kiến thức vững chắc hơn .,negative
1007,"em thấy rất hài lòng về môn học này , nên em không có ý kiến gì khác cả .",positive
1008,môn học còn dễ cần nâng độ khó lên nữa .,negative
1009,chả có gì hài lòng .,negative
1010,"thầy dạy nhiệt tình , rễ hiểu .",positive
1011,mong thầy tập trung vào nội dung giảng dạy .,negative
1012,"thầy không sửa bài tập , trên lớp thầy chỉ giảng lý thuyết theo em như thế là ít có hiệu quả .",negative
1013,"giảng viên khá hài hước , mang lại tiếng cười cho lớp trong quá trình giảng dạy .",positive
1014,cố gắng làm nhiều bài tập hơn nữa .,positive
1015,"cô dạy rất tốt , nhiệt tình dễ hiểu .",positive
1016,giảng viên nên giảng bài cụ thể hơn .,negative
1017,có giúp đỡ sinh viên học tập nghiên cứu .,positive
1018,máy chiếu phòng wzjwz11 chất lượng quá kém .,negative
1019,"giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .",positive
1020,em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .,negative
1021,kiến thức và cách dạy hay .,positive
1022,khả năng truyền đạt kiến thức không cao .,negative
1023,"nhiệt tình , lên lớp đều và có phương pháp giảng dạ tốt .",positive
1024,thầy sử dụng bảng và liên tục ghi chép từ tài liệu trong khoảng 60% thời gian đứng lớp làm tiết học rất chán và buồn ngủ .,negative
